source,source_record_id,source_locator,analysis_include,analysis_year,analysis_year_basis,scheme,institution,award_value,status,title,summary,keywords,for_text,broad_area,supplementary_text,mls_status,molecular_life_science,mls_review_required,mls_for_hits,mls_explicit_hits,mls_review_hits,mls_clinical_context_hits,mls_false_context_hits,mls_reason,ai_status,ai,ai_candidate,ai_review_required,ai_for_hits,ai_explicit_hits,ai_review_hits,ai_reason,ai_mls,review_status,manual_ai_decision,manual_mls_decision,review_notes
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:703,Summary-of-result-2024-app-round-100725.xlsx:703,True,2024,published application-round/source year,Postgraduate Scholarships,University of Melbourne,157250.0,,Genomics-informed exploration of drug susceptibility testing for non-tuberculous mycobacteria,"Environmental mycobacteria or non-tuberculous mycobacteria (NTM) are emerging as important causes of disease, with rates of infection attributed to these organisms rising globally.  Treatment of serious infections caused by these organisms can often be very difficult.  This research will determine the infection rate of NTM infection within Victoria as well as determine the best approach to provide accurate information for identification and drug resistance within certain species.",mycobacteria | mycobacterial infection | genomics | antibiotic resistance | susceptibility | ,bacteriology  | microbial genetics  | clinical microbiology | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,yes,True,False,genetics; microbiology,genomics,,,,FoR:genetics; FoR:microbiology; explicit:genomics,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:704,Summary-of-result-2024-app-round-100725.xlsx:704,True,2024,published application-round/source year,Postgraduate Scholarships,University of New South Wales,157250.0,,Modifiers of Genetic Cardiomyopathy,"Dilated cardiomyopathy (DCM) is a common cause of heart failure and affects around one in 2500 people. A person’s genes play a key role in determining if they will get DCM, however many other environmental factors are thought to contribute. The interaction between genetic ‘nature’ and environmental ‘nurture’ is poorly understood. We plan to study the interaction between nature and nurture in DCM, so that our findings may help guide new approaches to the prevention and management of DCM.",cardiomyopathy | genetics | gene-environment interaction | heart failure | cardiovascular risk factors | ,cardiology (incl. cardiovascular diseases) | epigenetics (incl. genome methylation and epigenomics) | ,Basic Science Research, | 2024 Postgraduate Scholarships,yes,True,False,genetics; genomics,genetics,,cardiovascular,,FoR:genetics; FoR:genomics; explicit:genetics; clinical-context:cardiovascular,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:705,Summary-of-result-2024-app-round-100725.xlsx:705,True,2024,published application-round/source year,Postgraduate Scholarships,Monash University,157250.0,,Biomarker profiles in systemic sclerosis and systemic lupus erythematosus patients and therapeutic implications.,"Scleroderma and lupus are both serious, incurable autoimmune illnesses which reduce quality of life and life expectancy. Although both illnesses are similar in many respects, people with scleroderma uniquely suffer from severe organ scarring and the reasons for this are unclear. I aim to study molecules in the blood of scleroderma and lupus patients, to determine if there are differences which explain these disparities. This may help us select better treatments for these patients in the future.",scleroderma | systemic lupus erythematosus (sle) | proteomics | fibrosis | translational research | ,medical biochemistry - proteins and peptides (incl. medical proteomics) | rheumatology and arthritis  | immunology not elsewhere classified | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,yes,True,False,biochemistry; immunology; medical biochemistry,proteomics; biomarker,,,,FoR:biochemistry; FoR:immunology; FoR:medical biochemistry; explicit:proteomics; explicit:biomarker,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:706,Summary-of-result-2024-app-round-100725.xlsx:706,True,2024,published application-round/source year,Postgraduate Scholarships,University of Sydney,157250.0,,Predicting cancer immunotherapy response by integrating proteomics and AI-based image analysis,This project will use proteomics and artificial intelligence (AI) image analysis for the main aim of developing biomarkers that can predict response to immunotherapy in cancer patients. Proteomics involves identification and analysis of protein signatures that are found in cancer tissue obtained from patients as part of their routine diagnostic testing. AI learning will be used to evaluate cancer tissue pathology to identify morphological features that may also predict response to immunotherapy.,cancer immunotherapy | proteomics | proteome analysis | tumour immunology | biomarkers | ,cancer therapy (excl. chemotherapy and radiation therapy) | predictive and prognostic markers  | medical biochemistry - proteins and peptides (incl. medical proteomics) | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,yes,True,False,biochemistry; medical biochemistry,proteomics; protein/peptide; biomarker,immunology,,,FoR:biochemistry; FoR:medical biochemistry; explicit:proteomics; explicit:protein/peptide; explicit:biomarker; review:immunology,yes,True,True,False,,artificial intelligence; AI/ML acronym,image analysis,explicit:artificial intelligence; explicit:AI/ML acronym; review:image analysis,True,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:707,Summary-of-result-2024-app-round-100725.xlsx:707,True,2024,published application-round/source year,Postgraduate Scholarships,Monash University,135479.17,,RNA and Metabolic determinants of Acute-Graft-Versus-Host Disease in Allogeneic Haemopoietic Stem Cell Transplant Recipients (RADAR-GVH),"Allogeneic stem cell transplantation (alloSCT) is the primary curative strategy of many blood cancers. In alloSCT, stem cells are donated to the patient from a genetically matched healthy donor. The new immune system kill 'foreign' cancer cells to achieve cure, however, it can also attack the patient's organs and cause death, termed acute-graft-versus-host disease (aGVHD). My research aims to identify chemical/genetic blood markers linked to aGVHD to inform ways of preventing and treating  it.",graft versus host disease (gvhd) | biomarkers | allogeneic transplantation | metabolomics | rna metabolism | ,systems physiology | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,yes,True,False,physiology,genetics; metabolomics; DNA/RNA; stem cell; biomarker,cells; immunology,,,FoR:physiology; explicit:genetics; explicit:metabolomics; explicit:DNA/RNA; explicit:stem cell; explicit:biomarker; review:cells; review:immunology,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:708,Summary-of-result-2024-app-round-100725.xlsx:708,True,2024,published application-round/source year,Postgraduate Scholarships,The University of Newcastle,148541.67,,Identification of novel autoantibodies to unlock targeted treatments and diagnostics in idiopathic non-cystic fibrosis bronchiectasis,"Bronchiectasis is a condition in which the airways are dilated and recurrent infections occur. It is the third most common lung condition after asthma and emphysema and affects nearly 600 per 100,000 people, especially disadvantaged people. It impacts quality of life and doubles the risk of death. Nearly half have no known cause. We hypothesize that undiscovered autoantibodies may contribute to disease in a subset of patients and use specialised laboratory techniques to investigate this further.",bronchiectasis | autoantibodies | autoimmunity | immune dysfunction | airway inflammation | ,autoimmunity  | humoural immunology and immunochemistry | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,yes,True,False,immunology,,,,,FoR:immunology,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:709,Summary-of-result-2024-app-round-100725.xlsx:709,True,2024,published application-round/source year,Postgraduate Scholarships,University of New South Wales,157250.0,,Improving Care Delivery in Chronic Kidney Disease,"Chronic kidney disease affects a significant number of Australians, and is on the rise. The options available to slow worsening of kidney function have dramatically increased in the past 5 years, and the focus is now on how the benefits can be maximised. This research will evaluate gaps between how medicines are currently being used and how they ideally would be used, and evaluate how these gaps can most effectively be reduced to benefit all Australians living with chronic kidney disease.",kidney disease | albuminuria | clinical guidelines | implementation | population screening | ,nephrology and urology  | implementation science and evaluation | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:71,Summary-of-result-2024-app-round-100725.xlsx:71,True,2024,published application-round/source year,Investigator Grants,Monash University,2792745.0,,Towards Elimination of Avoidable Infections in Surgery,1 in 10 Australians undergo surgery each year. Infections following surgery are a devastating and avoidable complication. These infections have massive impact - and they can be stopped. My investigator grant studies optimal ways to prevent these infections and to better engage surgical patients in their care and as active research partners. My vision is to ensure the best possible outcomes for surgical patients throughout Australia and internationally.,randomised controlled trial (rct) | health consumers | infectious diseases | surgical outcomes research | clinical trial | ,infectious diseases | surgery | anaesthesiology | ,Clinical Medicine and Science Research, | Leadership 1 (L1),no,False,False,,,,infectious,,clinical-context:infectious,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:710,Summary-of-result-2024-app-round-100725.xlsx:710,True,2024,published application-round/source year,Postgraduate Scholarships,University of Melbourne,157250.0,,enteral rather than intravenous electrolyte replacement in critical care (LEANER),"Nearly 80% of patients in intensive care have low levels of magnesium and phosphate which must be treated urgently to avoid complications. Typically, electrolyte replacement occurs via the intravenous route. A large, multi-centre trial conducted across 30 intensive care units, will investigate if an alternative route, via the gut (enteral), has the capacity to improve patient outcomes, while leaving a leaner healthcare footprint, with reduced infection risk, cost, waste, and carbon emissions.",electrolyte disturbances | critical care | environment | cost-effectiveness | evidence-based clinical practice | ,intensive care | ,Health Services Research, | 2024 Postgraduate Scholarships,no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:711,Summary-of-result-2024-app-round-100725.xlsx:711,True,2024,published application-round/source year,Postgraduate Scholarships,University of Sydney,113708.33,,OPTIMISING TARGETED THERAPIES IN OPTIC NERVE DISEASE  (OTTER STUDY),"Inherited diseases of the optic nerve often become apparent in childhood, and can lead to a lifetime of poor vision and blindness. At present, we do not have any genetic treatments for these conditions. This study aims to find the best tests to detect change in optic nerve structure and function, so we can better understand which new treatments work and which don't. Understanding this will help speed up the development of new treatments, and offer hope to these patients and their families.",optic nerve | biomarkers | gene therapy | natural history | hereditary | ,ophthalmology | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,yes,True,False,,genetics; biomarker,,ophthalmology,,explicit:genetics; explicit:biomarker; clinical-context:ophthalmology,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:712,Summary-of-result-2024-app-round-100725.xlsx:712,True,2024,published application-round/source year,Postgraduate Scholarships,University of Sydney,135479.17,,Defining the clinical and serological phenotypes of autoimmune neuropathies and strategies for individualized treatment selection and evaluation of response,"Autoimmune neuropathies encompass a spectrum of conditions, including chronic inflammatory demyelinating polyradiculoneuropathy (CIDP), which cause significant disability by weakness and sensory loss, but are challenging to diagnose. CIDP misdiagnosis constitutes a significant societal and economic burden. This project aims to optimize individualized management of autoimmune neuropathies through dissection of phenotypes, clinical, and electrodiagnostic features to guide diagnosis and treatment.",chronic inflammatory demyelinating polyradiculoneuropathy | peripheral neuropathy | clinical diagnosis | treatment planning | biomarkers | ,neurology and neuromuscular diseases | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,yes,True,False,,biomarker,,,,explicit:biomarker,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:713,Summary-of-result-2024-app-round-100725.xlsx:713,True,2024,published application-round/source year,Postgraduate Scholarships,Melbourne Health,131125.0,,Prospective randomised study of treatment vs. no treatment of obstructive sleep apnoea in atrial fibrillation patients undergoing ablation (SNORE-AF),"Atrial fibrillation (AF) is a common irregular heart rhythm often treated with catheter ablation. It is associated with obstructive sleep apnoea (OSA), another common condition where people intermittently stop breathing whilst asleep requiring treatment with a breathing machine (CPAP). The SNORE-AF study investigates if treating OSA with CPAP in patients with AF undergoing ablation leads to reduced AF, improved symptoms and enhanced quality of life to better manage patients with AF.",atrial fibrillation | cardiology | obstructive sleep apnoea | randomised controlled trial (rct) | quality of life | ,cardiology (incl. cardiovascular diseases) | respiratory diseases | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,no,False,False,,,,cardiovascular; respiratory,,clinical-context:cardiovascular; clinical-context:respiratory,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:714,Summary-of-result-2024-app-round-100725.xlsx:714,True,2024,published application-round/source year,Postgraduate Scholarships,Murdoch Children's Research Institute,157250.0,,Lower gas flows during respiratory support for extremely preterm infants,"Babies born extremely preterm often require life-saving breathing support, but many develop lung injury from these very therapies. Clinicians have no evidence to guide how quickly air and oxygen should be delivered to the fragile lungs of extremely preterm infants. My PhD will determine the optimal methods of delivering the gas flows needed to safely and effectively support the lungs of our most vulnerable babies.",newborn infant | lung injury | resuscitation | mechanical ventilation | lung mechanics | ,respiratory diseases  | neonatology | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,no,False,False,,,,respiratory,,clinical-context:respiratory,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:715,Summary-of-result-2024-app-round-100725.xlsx:715,True,2024,published application-round/source year,Postgraduate Scholarships,University of Sydney,105000.0,,Long-term perfusion of a metabolically active organ for transplantation,"Access to liver transplantation for patients with end stage liver disease is limited by the shortage of good quality donated livers. One solution is to repair unsuitable livers using ex-situ machine perfusion prior to transplantation. To do this, we aim to first understand the metabolic requirements of a liver outside the body. This will guide development of customised therapy to repair diseased livers to be suitable for safe transplantation, opening this lifesaving treatment to more patients.",liver transplantation | organ storage | biotechnology | liver regeneration | organ preservation | ,surgery | gastroenterology and hepatology | regenerative medicine (incl. stem cells) | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:716,Summary-of-result-2024-app-round-100725.xlsx:716,True,2024,published application-round/source year,Postgraduate Scholarships,University of Sydney,157250.0,,A novel anticoagulant therapy for the prevention of cardio-embolic stroke.,"Current treatments for embolic stroke are limited to systemic blood thinners. Their efficacy is limited with recurrent events still occurring in patients on optimal treatment, and they also carry increased risk of life-threatening bleeds. Our aim is to augment the blood-thinning properties of a natural protein in our body, and deliver it to cells at risk for developing clot to create a targeted blood-thinning effect on human cells and pre-clinical models.",anticoagulants | gene therapy | thromboembolic disease | stroke prevention | atrial fibrillation | ,cardiovascular medicine and haematology not elsewhere classified | gene and molecular therapy | ,Basic Science Research, | 2024 Postgraduate Scholarships,yes,True,False,,protein/peptide,cells,cardiovascular; haematology,,explicit:protein/peptide; review:cells; clinical-context:cardiovascular; clinical-context:haematology,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:717,Summary-of-result-2024-app-round-100725.xlsx:717,True,2024,published application-round/source year,Postgraduate Scholarships,University of Melbourne,83229.17,,"Systematic, risk-stratified, precision breast cancer prevention: an early economic evaluation and acceptability assessment.","1 in 7 Australian women will be diagnosed with breast cancer. 50% of these cancers occur in women who are at increased risk, and who are eligible for evidence-based preventative interventions. However, in order to prevent breast cancer, women must be aware of their risk and the management options available. This project aims to (1) model the costs and benefits of systematic breast cancer risk assessment and (2) assess the acceptability of a service designed to implement preventative medication.",breast cancer | breast cancer prevention | health economics | risk assessment | cost-effectiveness | ,oncology and carcinogenesis not elsewhere classified | health economics  | implementation science and evaluation | ,Health Services Research, | 2024 Postgraduate Scholarships,no,False,False,,,,oncology; carcinogenesis,,clinical-context:oncology; clinical-context:carcinogenesis,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:718,Summary-of-result-2024-app-round-100725.xlsx:718,True,2024,published application-round/source year,Postgraduate Scholarships,University of Sydney,144187.5,,Improving the assessment and management of vulvar lichen planus,"Vulvar lichen planus is a chronic inflammatory dermatosis of the vulva.  Patients report significant pruritus, pain, burning sensation, discharge, and dyspareunia, which has a debilitating impact on sexual function, other aspects of life, and reduces quality of life. There is scant evidence to assess and guide management of the condition, and limited information about the pathogenesis.  This project aims to develop evidence to assess and manage this condition, & further elucidate the pathogenesis.",dermatology | oral lichen planus | randomised controlled trial (rct) | validation | cytokine biology | ,dermatology | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,yes,True,False,,immune molecules/cells,disease mechanism,,,explicit:immune molecules/cells; review:disease mechanism,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:719,Summary-of-result-2024-app-round-100725.xlsx:719,True,2024,published application-round/source year,Postgraduate Scholarships,Melbourne Health,157250.0,,Impact of Atrial Fibrillation Catheter Ablation Compared to Medical Therapy on Neurocognitive Function,"This study explores two treatments for atrial fibrillation (an irregular heartbeat) in older adults: catheter ablation procedure versus medication alone. It's postulated that in elderly patients with atrial fibrillation; memory and thinking decline are due to factors such as microemboli and reduced brain blood flow. The goal is to determine which treatment enhances memory and cognitive function more effectively, guiding treatment strategies for patients ≥ 65 years with atrial fibrillation.",cardiology | atrial fibrillation | neurocognitive assessment | cardiac electrophysiology | dementia | ,cardiology (incl. cardiovascular diseases) | geriatrics and gerontology | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,no,False,False,,,,cardiovascular,,clinical-context:cardiovascular,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:72,Summary-of-result-2024-app-round-100725.xlsx:72,True,2024,published application-round/source year,Investigator Grants,The Walter and Eliza Hall Institute of Medical Research,2792745.0,,Targeting mitochondrial health in Parkinson's disease through mitophagy,"Mitochondria are essential structures within the cells of our body that generate the energy that sustains life. When mitochondria don’t function properly, it contributes to disease in humans. To better understand of how mitochondria break down and how to fix it, this study will investigate the function of repair pathways that maintain mitochondrial health. The results of this research can be used to identify new points of medical intervention to boost the repair pathways and prevent disease.",mitochondria | mitochondrial function | protein biochemistry | autophagy | cell biology | ,cell metabolism | protein trafficking | proteomics and intermolecular interactions (excl. medical proteomics) | ,Basic Science Research, | Leadership 1 (L1),yes,True,False,,protein/peptide; biochemistry,cell biology; cells,,,explicit:protein/peptide; explicit:biochemistry; review:cell biology; review:cells,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:720,Summary-of-result-2024-app-round-100725.xlsx:720,True,2024,published application-round/source year,Postgraduate Scholarships,Monash University,105000.0,,"Validation, assessment, and clinical translation of novel machine learning and invasive and non-invasive measurements of coronary microvascular dysfunction and inflammation","Many people who have angiograms for chest pain have no narrowings found in their heart vessels. Up to 20% of them suffer from coronary microvascular dysfunction (CMD), where the microscopic branches of the coronary arterial tree do not function properly. Unfortunately, diagnosing CMD is exclusively invasive. This study aims to compare new methods of diagnosis using AI, determine the economic viability of this technology, & explore new treatments for this debilitating and costly disorder.",acute coronary syndromes | microvascular disease | machine learning | inflammation | health economics | ,cardiology (incl. cardiovascular diseases) | modelling and simulation | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,no,False,False,,,,cardiovascular,,clinical-context:cardiovascular,yes,True,True,False,,machine learning; AI/ML acronym,,explicit:machine learning; explicit:AI/ML acronym,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:721,Summary-of-result-2024-app-round-100725.xlsx:721,True,2024,published application-round/source year,Postgraduate Scholarships,Murdoch Children's Research Institute,157250.0,,The influence of vitamin D supplementation and hygiene measures on infection and allergy within the first year of life.,"Infants are vulnerable to infection and immune-related disorders like allergy due to an immature immune system. Vitamin D can act to strengthen immune responses and prevent infection. In contrast, hygiene measures prevent infection but may also weaken immune development and increase risk of allergy. This project will assess the impact of vitamin D supplementation and hygiene measures on infection and allergy in the first year of life to inform public health recommendations for infant care.",epidemiology | food allergy | infectious diseases | infant health | vitamin d | ,preventative health care | ,Public Health Research, | 2024 Postgraduate Scholarships,review,False,True,,,immunology,,,review:immunology,no,False,False,False,,,,,False,MLS review required,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:722,Summary-of-result-2024-app-round-100725.xlsx:722,True,2024,published application-round/source year,Postgraduate Scholarships,Monash University,144187.5,,Screening for cardiac amyloidosis in patients with conduction disease - Timothy Scully,"Cardiac amyloidosis is a condition where proteins produced by your liver or immune system inappropriately deposit into your heart muscles and electrical system. If these proteins deposit into the electrical system of the heart, the first sign of cardiac amyloidosis may be conduction disease requiring a pacemaker.  The aim of our study is to determine what proportion of patients aged 65 or older presenting with electrical problems requiring a pacemaker have underlying cardiac amyloidosis.",amyloid | screening | cardiomyopathy | conduct disorder | heart failure | ,cardiology (incl. cardiovascular diseases) | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,yes,True,False,,protein/peptide,immunology,cardiovascular,,explicit:protein/peptide; review:immunology; clinical-context:cardiovascular,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:723,Summary-of-result-2024-app-round-100725.xlsx:723,True,2024,published application-round/source year,Postgraduate Scholarships,Monash University,157250.0,,Understanding the causes and consequences of cancer heterogeneity in melanoma,"Melanoma is a highly heterogeneous cancer. Melanoma cells with different features can coexist within one individual, and even within a single tumour in one person. This poses a challenge for treatment as effective therapies must contend with cells that have different characteristics. Focusing on the role of a protein called AXL, this research aims to determine how melanoma cells evolve into different states, to ultimately enable development of anti-cancer treatments targeting these processes.",melanoma | medical oncology | molecular oncology | cancer biology | cancer research | ,oncology and carcinogenesis not elsewhere classified | ,Basic Science Research, | 2024 Postgraduate Scholarships,yes,True,False,,protein/peptide,cells; molecular,oncology; carcinogenesis,,explicit:protein/peptide; review:cells; review:molecular; clinical-context:oncology; clinical-context:carcinogenesis,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:724,Summary-of-result-2024-app-round-100725.xlsx:724,True,2024,published application-round/source year,Postgraduate Scholarships,Monash University,157250.0,,Alternative analgesia versus opioids in myocardial infarction.,"Heart attacks continue to be a leading cause of death and illness within Australia. Early treatment is critical to favourable outcomes following a heart attack. My PhD will seek to investigate whether our current, most commonly administered pain relief by emergency services (opioids) can safely be replaced with an alternative pain relief strategy, thereby improving outcomes following a heart attack.",acute myocardial infarction (ami) | opioid analgesia | cardiovascular disease | clinical trial | platelet function | ,cardiology (incl. cardiovascular diseases) | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,no,False,False,,,,cardiovascular,,clinical-context:cardiovascular,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:725,Summary-of-result-2024-app-round-100725.xlsx:725,True,2024,published application-round/source year,Postgraduate Scholarships,Monash University,157250.0,,Improving dementia assessment and diagnosis in people living with Down syndrome,"The diagnosis of dementia in people with Down syndrome is challenging due to the lack of formal services, diagnostic criteria and the complexity of differentiating intellectual disability from emerging dementia. Australian expertise and service provision is urgently needed as well as equitable access to treatment and research. This project will determine how to best design, test and implement cognitive assessment for people living with Down syndrome.",cognitive assessment | down syndrome | health systems | dementia | aged care | ,geriatrics and gerontology | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:726,Summary-of-result-2024-app-round-100725.xlsx:726,True,2024,published application-round/source year,Postgraduate Scholarships,University of Melbourne,131125.0,,"Coaching for Doctors for Clinician Wellbeing, Workforce Sustainability and Patient Safety",Doctors are at high-risk of burn-out which poses substantial risk to patient safety. Coaching has been proposed to improve doctor wellbeing but little is known about its costs and benefits in the Australian health care system. I will develop and test an evidence-informed coaching intervention for doctors developed using co-design principles and evaluated in a sample of Australian doctors. Potential benefits of this may also include better workforce retention.,wellbeing | distribution of doctors | patient safety | doctor supply | patient/doctor communication | ,health surveillance | patient safety | health equity | ,Public Health Research, | 2024 Postgraduate Scholarships,no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:727,Summary-of-result-2024-app-round-100725.xlsx:727,True,2024,published application-round/source year,Postgraduate Scholarships,University of New South Wales,131125.0,,Gastrointestinal health and nutritional management of children with Cystic Fibrosis on CFTR modulator therapy,"Modulator therapy has improved health outcomes for people with CF (pwCF) but many have ongoing tummy troubles. This therapy is also causing weight gain, high cholesterol and high blood pressure. We want to see if we can redesign the existing CF diet to help with these issues by: (1) summarising evidence on the nutrition needs of pwCF, (2) asking pwCF and CF professionals about diet and how to approach change, and (3) giving pwCF extra fibre to see if we can help their ongoing tummy troubles.",cystic fibrosis | diet | gastrointestinal | nutritional therapy | paediatric | ,nutritional science | paediatrics not elsewhere classified | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,no,False,False,,,,paediatrics; nutrition,,clinical-context:paediatrics; clinical-context:nutrition,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:728,Summary-of-result-2024-app-round-100725.xlsx:728,True,2024,published application-round/source year,Postgraduate Scholarships,University of Melbourne,157250.0,,Use of high-efficacy therapies to prevent disability in MS,"Multiple sclerosis (MS) is a central nervous system autoimmune disorder causing significant disability to young people. Novel treatments are effective in reducing disease activity. By analysing large datasets of MS patients, we hope to optimise its treatment; in particular, understanding early markers of treatment success, how to manage failure of our most potent treatments, and how to predict and optimally treat progressive MS. This will lead to better outcomes and less disability for patients.",multiple sclerosis (ms) | immunotherapy | biostatistics | neurological disability | clinical decision making | ,neurology and neuromuscular diseases | ,Clinical Medicine and Science Research, | 2024 Postgraduate Scholarships,no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:729,Summary-of-result-2024-app-round-100725.xlsx:729,True,2024,published application-round/source year,International Collaborations,The University of Queensland,499997.89,,Super-resolution Imaging Study on Host-targeted Interventions Against Orthoflavivirus Neuroinvasion,"Mosquito-delivered viruses are on the rise due to climate change and other environmental impacts. Over the past few years Australia has witnessed the emergence of flaviviruses Japanese and Murray Valley encephalitis, resulting in deaths in our communities. This project will identify key steps in how flaviviruses infect the body to identify specific antiviral therapeutics that not only protect Australian population but also safeguard against additional pathogens of pandemic potential.",flavivirus infection | cell surface receptor | antiviral agents | imaging | neurobiology | ,receptors and membrane biology | central nervous system  | virology | ,Basic Science Research, | 2024 NHMRC - European Union Collaborative Research Grants,yes,True,False,,receptor; microbial/pathogen,,,,explicit:receptor; explicit:microbial/pathogen,no,False,False,False,,,,,False,auto_classified,,,
NHMRC,NHMRC:Summary-of-result-2024-app-round-100725.xlsx:73,Summary-of-result-2024-app-round-100725.xlsx:73,True,2024,published application-round/source year,Investigator Grants,Monash University,2792745.0,,Optimising the use of antibiotics for sexually transmitted infections to improve antimicrobial stewardship,"Gonorrhoea is a common sexually transmitted infection (STI) with resistance to nearly all the antibiotics used for its treatment globally. The benefits and harms of taking antibiotics to prevent STIs and asymptomatic screening strategies are ambiguous in relation to antibiotic resistance. This research will examine the long-term impact of antibiotic use, trial interventions of reducing screening and co-design resources with clinicians and consumers to decrease antibiotic resistance.",gonorrhoea | public health | antimicrobial resistance | sexually-transmitted infections (sti) | drug resistance | ,preventative health care | venereology | infectious diseases | ,Public Health Research, | Leadership 1 (L1),no,False,False,,,,infectious,,clinical-context:infectious,no,False,False,False,,,,,False,auto_classified,,,
